model,lp,experiment_name,kendall_correlation,peak_memory_mb,system_level_score,prediction_time,model_load_time,domain,year,setup
Unbabel/XCOMET-XL,en-zh,prune-xl-0-layers-seed-1,0.35437070624331707,7478,0.7495158600920135,10.63,38.43,news,2022,no_reference
Unbabel/XCOMET-XL,en-zh,prune-xl-0-layers-seed-2,0.354611718294212,7478,0.748210584855511,16.29,49.93,news,2022,no_reference
Unbabel/XCOMET-XL,en-zh,prune-xl-12-layers-seed-0,0.39419020826167955,5418,0.9374374477746259,10.01,36.73,news,2022,no_reference
Unbabel/XCOMET-XL,en-zh,prune-xl-12-layers-seed-1,0.4100734753275755,5418,0.9325347523767306,10.82,45.8,news,2022,no_reference
Unbabel/XCOMET-XL,en-zh,prune-xl-12-layers-seed-2,0.39695488170710597,5418,0.9301117350580772,7.53,35.27,news,2022,no_reference
Unbabel/XCOMET-XL,en-zh,prune-xl-16-layers-seed-0,0.37436886291800175,4731,0.9394535522436295,7.23,36.25,news,2022,no_reference
Unbabel/XCOMET-XL,en-zh,prune-xl-16-layers-seed-1,0.36575385120693554,4731,0.9386940036325183,9.37,38.51,news,2022,no_reference
Unbabel/XCOMET-XL,en-zh,prune-xl-16-layers-seed-2,0.37869513235024543,4731,0.9344677002033625,9.12,36.69,news,2022,no_reference
Unbabel/XCOMET-XL,en-zh,prune-xl-20-layers-seed-0,0.33201968497314316,4044,0.9241324995325928,6.58,39.1,news,2022,no_reference
Unbabel/XCOMET-XL,en-zh,prune-xl-20-layers-seed-1,0.34310493384556584,4044,0.9200011506663839,8.12,38.73,news,2022,no_reference
Unbabel/XCOMET-XL,en-zh,prune-xl-20-layers-seed-2,0.3321067880617854,4044,0.9166863156124808,6.49,39.89,news,2022,no_reference
Unbabel/XCOMET-XL,en-zh,prune-xl-4-layers-seed-0,0.347895639956685,6791,0.7607082903231145,9.63,35.17,news,2022,no_reference
Unbabel/XCOMET-XL,en-zh,prune-xl-4-layers-seed-1,0.3486585705464702,6791,0.7651043031156114,13.93,40.37,news,2022,no_reference
Unbabel/XCOMET-XL,en-zh,prune-xl-4-layers-seed-2,0.3488032644174437,6791,0.7651887402824037,13.79,39.71,news,2022,no_reference
Unbabel/XCOMET-XL,en-zh,prune-xl-8-layers-seed-0,0.39664426409816966,6105,0.9174558745695537,8.66,36.75,news,2022,no_reference
Unbabel/XCOMET-XL,en-zh,prune-xl-8-layers-seed-1,0.4067672966407574,6105,0.9155331467062517,8.31,35.79,news,2022,no_reference
Unbabel/XCOMET-XL,en-zh,prune-xl-8-layers-seed-2,0.4062554429995946,6105,0.9123833852015519,8.28,38.14,news,2022,no_reference
